idx,commune,district,voivodeship,sth1,sth2,sth3,sth4
0223012,gmina Czernica,wrocławski,dolnośląskie,"83,63",17102,"204,5","57,09"
3007112,gmina Żelazków,kaliski,wielkopolskie,"113,67",9537,"83,9","3,48"
1215042,gmina Bystra-Sidzina,suski,małopolskie,"80,52",6911,"85,83","3,59"
1414052,gmina Pomiechówek,nowodworski,mazowieckie,"102,68",9092,"88,55","1,14"
1819022,gmina Frysztak,strzyżowski,podkarpackie,"90,63",10353,"114,23","-3,26"
2809032,gmina Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie,"372,12",6670,"17,92","-7,05"
1002011,Kutno,kutnowski,łódzkie,"33,59",43658,"1299,73","-7,31"
2608032,gmina Michałów,pińczowski,świętokrzyskie,"112,09",4548,"40,57","-5,8"
1419132,gmina Stara Biała,płocki,mazowieckie,"111,12",11983,"107,84","5,65"
1816063,gmina Głogów Małopolski,rzeszowski,podkarpackie,"143,8",19796,"137,66","10,1"
3026012,gmina Brodnica,śremski,wielkopolskie,"95,83",4890,"51,03","-1,16"
0807032,gmina Słońsk,sulęciński,lubuskie,"158,64",4751,"29,95","-1,75"
2416102,gmina Żarnowiec,zawierciański,śląskie,"124,8",4579,"36,69","-7,95"
0418083,gmina Izbica Kujawska,włocławski,kujawsko-pomorskie,"132,1",7644,"57,87","-3,55"
1429032,gmina Ceranów,sokołowski,mazowieckie,"111,05",2146,"19,32","-17,54"
2013093,gmina Szepietowo,wysokomazowiecki,podlaskie,"151,72",6862,"45,23","-9,02"
1014032,gmina Brąszewice,sieradzki,łódzkie,"106,63",4465,"41,87","-4,81"
0407073,gmina Pakość,inowrocławski,kujawsko-pomorskie,"86,46",9763,"112,92","-2,28"
2801021,Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,"3,32",3921,"1181,02","-10,24"
1418032,gmina Lesznowola,piaseczyński,mazowieckie,"69,3",29083,"419,67","44,47"
2603053,gmina Skalbmierz,kazimierski,świętokrzyskie,"85,94",6440,"74,94","-5,68"
1806062,gmina Dzikowiec,kolbuszowski,podkarpackie,"121,56",6489,"53,38","-1,18"
2806062,gmina Miłki,giżycki,warmińsko-mazurskie,"169,63",3709,"21,87","-8,83"
1218102,gmina Wieprz,wadowicki,małopolskie,"74,42",12471,"167,58","5,08"
3012023,gmina Kobylin,krotoszyński,wielkopolskie,"112,1",8079,"72,07","-1,89"
0207022,gmina Kamienna Góra,kamiennogórski,dolnośląskie,"158,03",9018,"57,07","-0,41"
1409052,gmina Sienno,lipski,mazowieckie,"147,12",5791,"39,36","-8,04"
0601072,gmina Konstantynów,bialski,lubelskie,"86,92",4085,47,"-4,29"
0401042,gmina Aleksandrów Kujawski,aleksandrowski,kujawsko-pomorskie,"131,45",11977,"91,11","7,08"
0603122,gmina Wierzbica,chełmski,lubelskie,"145,79",5029,"34,49","-9,56"
2805022,gmina Ełk,ełcki,warmińsko-mazurskie,"379,18",11890,"31,36","14,1"
1014052,gmina Burzenin,sieradzki,łódzkie,"120,35",5521,"45,87",0
1416102,gmina Wąsewo,ostrowski,mazowieckie,"119,49",4264,"35,68","-8,91"
1416062,gmina Nur,ostrowski,mazowieckie,96,2651,"27,61","-15,6"
2813052,gmina Świętajno,olecki,warmińsko-mazurskie,"214,93",3880,"18,05","-10,02"
0802011,Gubin,krośnieński,lubuskie,"20,68",16555,"800,53","-4,11"
0805053,gmina Słubice,słubicki,lubuskie,"185,57",20077,"108,19","1,01"
1805032,gmina Dębowiec,jasielski,podkarpackie,"86,47",8852,"102,37","1,89"
1212053,gmina Olkusz,olkuski,małopolskie,"150,8",48451,"321,29","-6,39"
1414032,gmina Leoncin,nowodworski,mazowieckie,"157,98",5618,"35,56","4,31"
1007032,gmina Mniszków,opoczyński,łódzkie,"124,16",4752,"38,27","1,27"
1217032,gmina Bukowina Tatrzańska,tatrzański,małopolskie,"131,86",13448,"101,99","4,48"
3024032,gmina Kaźmierz,szamotulski,wielkopolskie,"127,9",8799,"68,8","16,28"
3012063,gmina Zduny,krotoszyński,wielkopolskie,"84,87",7556,"89,03","1,77"
1416032,gmina Boguty-Pianki,ostrowski,mazowieckie,"89,09",2577,"28,93","-9,39"
0610033,gmina Łęczna,łęczyński,lubelskie,"75,14",23211,"308,9","-3,64"
2605012,gmina Fałków,konecki,świętokrzyskie,"132,37",4375,"33,05","-11,97"
1862011,Przemyśl,Przemyśl,podkarpackie,"46,17",60442,"1309,12","-8,3"
2606082,gmina Wojciechowice,opatowski,świętokrzyskie,"86,46",4003,"46,3","-7,3"
1216013,gmina Ciężkowice,tarnowski,małopolskie,"103,38",11205,"108,39","-1,07"
1207082,gmina Łukowica,limanowski,małopolskie,"69,65",10109,"145,14","6,48"
1403032,gmina Borowie,garwoliński,mazowieckie,"80,22",5276,"65,77","2,86"
3002073,gmina Trzcianka,czarnkowsko-trzcianecki,wielkopolskie,"373,98",24311,"65,01","-0,82"
2610042,gmina Skarżysko Kościelne,skarżyski,świętokrzyskie,"53,24",5953,"111,81","-10,85"
3214092,gmina Stara Dąbrowa,stargardzki,zachodniopomorskie,"112,59",3716,33,0
3212012,gmina Bielice,pyrzycki,zachodniopomorskie,"84,19",3116,"37,01","-0,32"
0403083,gmina Solec Kujawski,bydgoski,kujawsko-pomorskie,"175,07",16795,"95,93","-0,5"
1017012,gmina Biała,wieluński,łódzkie,"74,09",5421,"73,17","-5,29"
1609132,gmina Turawa,opolski,opolskie,"172,1",10057,"58,44","7,91"
2213052,gmina Kaliska,starogardzki,pomorskie,"110,58",5407,"48,9","4,73"
1004052,gmina Łęczyca,łęczycki,łódzkie,"150,57",8554,"56,81","0,98"
0416032,gmina Kęsowo,tucholski,kujawsko-pomorskie,"109,22",4495,"41,16","2,76"
3011053,gmina Śmigiel,kościański,wielkopolskie,"189,77",17579,"92,63","-2,96"
3003093,gmina Trzemeszno,gnieźnieński,wielkopolskie,"175,3",14277,"81,44","-2,12"
1426132,gmina Zbuczyn,siedlecki,mazowieckie,"210,75",10112,"47,98","0,23"
0219032,gmina Dobromierz,świdnicki,dolnośląskie,"85,93",5197,"60,48","-6,77"
3023052,gmina Powidz,słupecki,wielkopolskie,"80,69",2315,"28,69","2,46"
0414082,gmina Pruszcz,świecki,kujawsko-pomorskie,"142,49",9575,"67,2","-0,76"
1402022,gmina Ciechanów,ciechanowski,mazowieckie,"140,54",7150,"50,88","5,23"
0604022,gmina Dołhobyczów,hrubieszowski,lubelskie,"212,61",5295,"24,9","-16,97"
2403052,gmina Chybie,cieszyński,śląskie,"31,75",9804,"308,79","2,12"
0213022,gmina Krośnice,milicki,dolnośląskie,"178,54",8106,"45,4","-2,58"
1417021,Otwock,otwocki,mazowieckie,"47,31",44560,"941,87","-2,43"
2014032,gmina Rutki,zambrowski,podlaskie,"199,99",5485,"27,43","-10,01"
1006073,gmina Koluszki,łódzki wschodni,łódzkie,"154,8",23329,"150,7","1,63"
1411011,Maków Mazowiecki,makowski,mazowieckie,"10,28",9651,"938,81","-7,35"
2605072,gmina Smyków,konecki,świętokrzyskie,"62,09",3787,"60,99","-0,26"
1424072,gmina Zatory,pułtuski,mazowieckie,"120,12",4848,"40,36","0,55"
1210102,gmina Łososina Dolna,nowosądecki,małopolskie,"84,76",11152,"131,57","7,68"
1015062,gmina Maków,skierniewicki,łódzkie,"81,53",5990,"73,47","0,61"
0215033,gmina Jelcz-Laskowice,oławski,dolnośląskie,"167,63",23298,"138,98","1,52"
2404063,gmina Koniecpol,częstochowski,śląskie,"146,62",9358,"63,82","-9,95"
3015053,gmina Opalenica,nowotomyski,wielkopolskie,"148,91",16418,"110,25","0,79"
2216013,gmina Dzierzgoń,sztumski,pomorskie,"131,03",9178,"70,05","-6,7"
2006053,gmina Stawiski,kolneński,podlaskie,"165,55",6084,"36,75","-8,46"
0613052,gmina Podedwórze,parczewski,lubelskie,"107,13",1616,"15,08","-11,88"
0224053,gmina Ząbkowice Śląskie,ząbkowicki,dolnośląskie,"146,13",21584,"147,7","-8,47"
1819052,gmina Wiśniowa,strzyżowski,podkarpackie,"83,38",7976,"95,66","-8,22"
1805042,gmina Jasło,jasielski,podkarpackie,"93,07",16330,"175,46","-0,88"
0211032,gmina Rudna,lubiński,dolnośląskie,"216,64",7794,"35,98","2,62"
1406053,gmina Grójec,grójecki,mazowieckie,"121,35",25865,"213,14","3,24"
0611112,gmina Wola Mysłowska,łukowski,lubelskie,"121,07",4607,"38,05","-8,95"
1809042,gmina Lubaczów,lubaczowski,podkarpackie,"202,85",9194,"45,32","-0,25"
1213052,gmina Osiek,oświęcimski,małopolskie,"40,76",8252,"202,45","1,91"
1415072,gmina Łyse,ostrołęcki,mazowieckie,"246,78",8373,"33,93","-2,81"
3018063,gmina Mikstat,ostrzeszowski,wielkopolskie,"87,18",6027,"69,13","-1,27"
1211072,gmina Lipnica Wielka,nowotarski,małopolskie,"67,36",6024,"89,43","3,23"
0602112,gmina Potok Górny,biłgorajski,lubelskie,"111,16",5323,"47,89","-10,24"
2817052,gmina Rozogi,szczycieński,warmińsko-mazurskie,"224,41",5509,"24,55","-6,98"
2410042,gmina Pawłowice,pszczyński,śląskie,"75,68",18165,"240,02","1,2"
2611022,gmina Brody,starachowicki,świętokrzyskie,"161,27",10823,"67,11","-5,18"
1607013,gmina Głuchołazy,nyski,opolskie,"168,07",23525,"139,97","-6,16"
1012113,gmina Przedbórz,radomszczański,łódzkie,"189,7",7093,"37,39","-7,23"
2006042,gmina Mały Płock,kolneński,podlaskie,"139,82",4725,"33,79","-8,87"
0811043,gmina Jasień,żarski,lubuskie,"126,79",6975,"55,01","-5,9"
2002143,gmina Zabłudów,białostocki,podlaskie,"339,74",9355,"27,54","4,35"
2406042,gmina Miedźno,kłobucki,śląskie,"112,77",7555,"66,99","-0,48"
1815043,gmina Sędziszów Małopolski,ropczycko-sędziszowski,podkarpackie,"154,04",23812,"154,58","4,49"
3005043,gmina Rakoniewice,grodziski,wielkopolskie,"201,01",13215,"65,74","2,18"
2003062,gmina Orla,bielski,podlaskie,"159,9",2669,"16,69","-16,66"
1811052,gmina Mielec,mielecki,podkarpackie,"122,72",13435,"109,48","4,25"
0417042,gmina Płużnica,wąbrzeski,kujawsko-pomorskie,"120,38",4767,"39,6","-5,19"
1434102,gmina Strachówka,wołomiński,mazowieckie,"107,73",2726,"25,3","-3,88"
1803011,Dębica,dębicki,podkarpackie,"33,83",45385,"1341,56","-5,84"
0210053,gmina Olszyna,lubański,dolnośląskie,"47,12",6496,"137,86","-2,1"
2603012,gmina Bejsce,kazimierski,świętokrzyskie,"57,48",3974,"69,14","-11,31"
3020042,gmina Gizałki,pleszewski,wielkopolskie,"108,43",4593,"42,36","-4,1"
2401073,gmina Siewierz,będziński,śląskie,"113,85",12414,"109,04","0,59"
1807012,gmina Chorkówka,krośnieński,podkarpackie,"77,35",13466,"174,09","-0,4"
2417011,Żywiec,żywiecki,śląskie,"50,54",30951,"612,41","-6,63"
1816011,Dynów,rzeszowski,podkarpackie,"24,55",6122,"249,37","-2,22"
2603033,gmina Kazimierza Wielka,kazimierski,świętokrzyskie,"139,86",16069,"114,89","-4,6"
2008043,gmina Knyszyn,moniecki,podlaskie,"127,19",4729,"37,18","-5,65"
3207052,gmina Świerzno,kamieński,zachodniopomorskie,"140,13",4223,"30,14","-4,15"
1005042,gmina Domaniewice,łowicki,łódzkie,"86,17",4638,"53,82","-0,72"
3213042,gmina Malechowo,sławieński,zachodniopomorskie,"226,46",6239,"27,55","-8,51"
1203033,gmina Chrzanów,chrzanowski,małopolskie,"79,44",46650,"587,24","-5,27"
1210032,gmina Gródek nad Dunajcem,nowosądecki,małopolskie,"88,19",9253,"104,92","3,08"
1812012,gmina Harasiuki,niżański,podkarpackie,"168,17",6069,"36,09","-5,22"
3003053,gmina Kłecko,gnieźnieński,wielkopolskie,"131,93",7449,"56,46","-5,49"
1005072,gmina Łowicz,łowicki,łódzkie,"133,15",7705,"57,87","1,65"
1805112,gmina Tarnowiec,jasielski,podkarpackie,"62,5",9147,"146,35","-0,07"
2417062,gmina Lipowa,żywiecki,śląskie,"58,72",10875,"185,2","6,05"
1016052,gmina Inowłódz,tomaszowski,łódzkie,"97,83",3814,"38,99","-1,22"
1211142,gmina Szaflary,nowotarski,małopolskie,"54,27",11122,"204,94","3,87"
1427032,gmina Mochowo,sierpecki,mazowieckie,"143,71",5962,"41,49","-7,54"
1010082,gmina Rozprza,piotrkowski,łódzkie,"163,08",12322,"75,56","-0,03"
2817032,gmina Jedwabno,szczycieński,warmińsko-mazurskie,"311,9",3619,"11,6","-4,29"
3031062,gmina Tarnówka,złotowski,wielkopolskie,"132,45",3000,"22,65","-6,69"
1012122,gmina Radomsko,radomszczański,łódzkie,"85,63",5567,"65,01","-5,45"
0609152,gmina Wysokie,lubelski,lubelskie,"113,9",4360,"38,28","-14,77"
2415011,Pszów,wodzisławski,śląskie,"20,44",13814,"675,83","-7,63"
0208112,gmina Nowa Ruda,kłodzki,dolnośląskie,"139,67",11478,"82,18","-8,28"
0620153,gmina Zwierzyniec,zamojski,lubelskie,"153,55",6673,"43,46","-9,89"
1206113,gmina Skawina,krakowski,małopolskie,"99,84",43650,"437,2","2,04"
2607043,gmina Ćmielów,ostrowiecki,świętokrzyskie,"117,91",7286,"61,79","-6,64"
1802052,gmina Jasienica Rosielna,brzozowski,podkarpackie,"57,06",7856,"137,68","1,66"
1210163,gmina Stary Sącz,nowosądecki,małopolskie,"100,88",23782,"235,75","2,93"
2408021,Mikołów,mikołowski,śląskie,"79,21",41078,"518,6","7,27"
2406052,gmina Opatów,kłobucki,śląskie,"73,48",6805,"92,61","-0,49"
1609112,gmina Tarnów Opolski,opolski,opolskie,"81,8",9653,"118,01","2,88"
2010023,gmina Drohiczyn,siemiatycki,podlaskie,"207,96",6196,"29,79","-11,87"
1207122,gmina Tymbark,limanowski,małopolskie,"32,7",6580,"201,22","3,52"
1063011,Skierniewice,Skierniewice,łódzkie,"34,6",47932,"1385,32","-2,53"
2012092,gmina Wiżajny,suwalski,podlaskie,"111,9",2322,"20,75","-10,54"
1814092,gmina Zarzecze,przeworski,podkarpackie,"49,18",7238,"147,17","0,97"
1437063,gmina Żuromin,żuromiński,mazowieckie,"132,92",14252,"107,22","-6,78"
2801032,gmina Bartoszyce,bartoszycki,warmińsko-mazurskie,"427,21",10643,"24,91","-7,83"
2207052,gmina Ryjewo,kwidzyński,pomorskie,"103,71",5819,"56,11","-5,33"
0802022,gmina Bobrowice,krośnieński,lubuskie,"184,93",3167,"17,13","-5,41"
2804012,gmina Elbląg,elbląski,warmińsko-mazurskie,"192,05",7551,"39,32","1,64"
0809043,gmina Kargowa,zielonogórski,lubuskie,"128,53",5812,"45,22","-0,23"
1611073,gmina Zawadzkie,strzelecki,opolskie,"82,14",11266,"137,16","-6,31"
0401092,gmina Zakrzewo,aleksandrowski,kujawsko-pomorskie,"75,96",3500,"46,08","-3,12"
1212062,gmina Trzyciąż,olkuski,małopolskie,"95,73",7049,"73,63","-0,09"
2006022,gmina Grabowo,kolneński,podlaskie,"128,59",3386,"26,33","-12,95"
2010072,gmina Nurzec-Stacja,siemiatycki,podlaskie,"214,9",3745,"17,43","-19,34"
0416012,gmina Cekcyn,tucholski,kujawsko-pomorskie,"253,26",6865,"27,11","4,31"
0210021,Świeradów-Zdrój,lubański,dolnośląskie,"20,72",4054,"195,66","-13,83"
1213033,gmina Chełmek,oświęcimski,małopolskie,"27,32",12908,"472,47","-3,08"
2611053,gmina Wąchock,starachowicki,świętokrzyskie,"81,84",6801,"83,1","-3,79"
1438053,gmina Wiskitki,żyrardowski,mazowieckie,"150,15",9835,"65,5","-1,22"
0809092,gmina Zabór,zielonogórski,lubuskie,"93,38",4351,"46,59","14,26"
1006103,gmina Rzgów,łódzki wschodni,łódzkie,"66,32",10517,"158,58","11,54"
1201042,gmina Lipnica Murowana,bocheński,małopolskie,"60,3",5634,"93,43",0
2263011,Słupsk,Słupsk,pomorskie,"43,15",90320,"2093,16","-5,1"
0809072,gmina Świdnica,zielonogórski,lubuskie,"160,9",6627,"41,19","5,39"
0414093,gmina Świecie,świecki,kujawsko-pomorskie,"174,93",33947,"194,06","-1,77"
1608052,gmina Radłów,oleski,opolskie,"116,87",4297,"36,77","-4,92"
0205062,gmina Wądroże Wielkie,jaworski,dolnośląskie,"89,15",3914,"43,9","-4,14"
1432022,gmina Izabelin,warszawski zachodni,mazowieckie,"65,01",10591,"162,91","1,23"
3204023,gmina Goleniów,goleniowski,zachodniopomorskie,"442,8",36125,"81,58","2,23"
2604033,gmina Chęciny,kielecki,świętokrzyskie,"127,39",15066,"118,27","2,18"
2811022,gmina Janowo,nidzicki,warmińsko-mazurskie,"191,66",2640,"13,77","-10,02"
0208041,Nowa Ruda,kłodzki,dolnośląskie,"37,05",21752,"587,1","-11,27"
0618082,gmina Susiec,tomaszowski,lubelskie,"190,75",7412,"38,86","-7,01"
1804032,gmina Chłopice,jarosławski,podkarpackie,"49,2",5531,"112,42","-3,17"
2413092,gmina Zbrosławice,tarnogórski,śląskie,"148,36",16339,"110,13","8,34"
1811022,gmina Borowa,mielecki,podkarpackie,"55,31",5509,"99,6","-3,54"
1419022,gmina Bodzanów,płocki,mazowieckie,"136,35",8174,"59,95","-2,84"
2416042,gmina Kroczyce,zawierciański,śląskie,"110,05",6289,"57,15","-0,69"
1401052,gmina Stromiec,białobrzeski,mazowieckie,"156,74",5613,"35,81","-1,6"
1816113,gmina Sokołów Małopolski,rzeszowski,podkarpackie,"134,2",17270,"128,69","3,3"
1817082,gmina Zarszyn,sanocki,podkarpackie,"105,4",9284,"88,08","-2,47"
1005011,Łowicz,łowicki,łódzkie,"23,42",28059,"1198,08","-8,3"
2466011,Gliwice,Gliwice,śląskie,"133,88",178186,"1330,94","-6,52"
0209022,gmina Chojnów,legnicki,dolnośląskie,"230,92",9555,"41,38","-0,91"
2602023,gmina Jędrzejów,jędrzejowski,świętokrzyskie,"226,62",27797,"122,66","-7,4"
1204012,gmina Bolesław,dąbrowski,małopolskie,"35,7",2598,"72,77","-15,42"
0806023,gmina Drezdenko,strzelecko-drezdenecki,lubuskie,"399,91",17065,"42,67","-5,28"
3215052,gmina Grzmiąca,szczecinecki,zachodniopomorskie,"205,12",4651,"22,67","-12,1"
2609033,gmina Klimontów,sandomierski,świętokrzyskie,"99,78",7997,"80,15","-6,95"
2661011,Kielce,Kielce,świętokrzyskie,"109,65",194218,"1771,25","-5,29"
2417122,gmina Ślemień,żywiecki,śląskie,"45,02",3528,"78,37","-1,88"
2262011,Gdynia,Gdynia,pomorskie,"135,14",245867,"1819,35","-1,05"
0615032,gmina Czemierniki,radzyński,lubelskie,"107,49",4280,"39,82","-10,45"
2215052,gmina Gniewino,wejherowski,pomorskie,"176,27",7463,"42,34","-0,62"
1404032,gmina Pacyna,gostyniński,mazowieckie,"90,29",3505,"38,82","-12,16"
1807072,gmina Miejsce Piastowe,krośnieński,podkarpackie,"51,32",13695,"266,86","0,83"
0214053,gmina Międzybórz,oleśnicki,dolnośląskie,"87,78",5102,"58,12","-1,24"
1436053,gmina Zwoleń,zwoleński,mazowieckie,"162,14",15046,"92,8","-5,28"
1461011,Ostrołęka,Ostrołęka,mazowieckie,"33,46",51893,"1550,9","-2,65"
0618022,gmina Bełżec,tomaszowski,lubelskie,"33,53",3288,"98,06","-9,84"
1202062,gmina Iwkowa,brzeski,małopolskie,"47,22",6490,"137,44","6,14"
0803012,gmina Bledzew,międzyrzecki,lubuskie,"247,48",4323,"17,47","-8,79"
3218043,gmina Resko,łobeski,zachodniopomorskie,"285,2",7941,"27,84","-5,52"
1017022,gmina Czarnożyły,wieluński,łódzkie,"69,67",4516,"64,82","-2,13"
1205072,gmina Moszczenica,gorlicki,małopolskie,"37,62",4983,"132,46","5,07"
3025012,gmina Dominowo,średzki,wielkopolskie,"79,36",3114,"39,24","11,05"
1412132,gmina Siennica,miński,mazowieckie,"110,87",7506,"67,7","2,28"
1808032,gmina Kuryłówka,leżajski,podkarpackie,"141,94",5696,"40,13","0,12"
1218013,gmina Andrychów,wadowicki,małopolskie,"100,39",43389,"432,2","-3,26"
0612042,gmina Łaziska,opolski,lubelskie,"109,29",4870,"44,56","-6,22"
0418022,gmina Baruchowo,włocławski,kujawsko-pomorskie,"106,74",3427,"32,11","-7,76"
0601192,gmina Zalesie,bialski,lubelskie,"147,11",4399,"29,9","-4,36"
0415042,gmina Lubicz,toruński,kujawsko-pomorskie,"105,75",20267,"191,65","11,41"
2804082,gmina Rychliki,elbląski,warmińsko-mazurskie,"131,65",3738,"28,39","-13,28"
0812033,gmina Wschowa,wschowski,lubuskie,"197,46",21094,"106,83","-5,5"
0223073,gmina Sobótka,wrocławski,dolnośląskie,"136,26",12889,"94,59","1,5"
2601052,gmina Solec-Zdrój,buski,świętokrzyskie,"85,04",5022,"59,05","-2,31"
1606042,gmina Świerczów,namysłowski,opolskie,"110,35",3317,"30,06","-7,91"
2007052,gmina Piątnica,łomżyński,podlaskie,"219,06",10668,"48,7",-1
0602063,gmina Goraj,biłgorajski,lubelskie,"67,87",4077,"60,07","-6,77"
0613043,gmina Parczew,parczewski,lubelskie,"146,8",14399,"98,09","-5,56"
2818012,gmina Banie Mazurskie,gołdapski,warmińsko-mazurskie,"204,96",3648,"17,8","-11,08"
2402093,gmina Wilamowice,bielski,śląskie,"57,34",17770,"309,91","10,81"
2001062,gmina Płaska,augustowski,podlaskie,"372,67",2571,"6,9","-3,99"
1603042,gmina Pawłowiczki,kędzierzyńsko-kozielski,opolskie,"153,53",7382,"48,08","-12,29"
0618053,gmina Lubycza Królewska,tomaszowski,lubelskie,"208,07",6146,"29,54","-10,51"
2007013,gmina Jedwabne,łomżyński,podlaskie,"159,21",5279,"33,16","-6,36"
2214052,gmina Subkowy,tczewski,pomorskie,"77,8",5499,"70,68","-2,35"
2001052,gmina Nowinka,augustowski,podlaskie,"204,08",2938,"14,4","2,28"
3020063,gmina Pleszew,pleszewski,wielkopolskie,"180,33",29782,"165,15","-2,76"
3021083,gmina Kostrzyn,poznański,wielkopolskie,"154,81",18610,"120,21","10,7"
0604072,gmina Uchanie,hrubieszowski,lubelskie,"120,63",4502,"37,32","-12,07"
0620133,gmina Szczebrzeszyn,zamojski,lubelskie,"123,5",11106,"89,93","-8,58"
1208012,gmina Charsznica,miechowski,małopolskie,"78,45",7395,"94,26","-4,69"
1818053,gmina Zaklików,stalowowolski,podkarpackie,"202,13",8509,"42,1","-4,93"
1811083,gmina Radomyśl Wielki,mielecki,podkarpackie,"159,78",14309,"89,55","2,32"
2612073,gmina Staszów,staszowski,świętokrzyskie,"227,52",25534,"112,23","-5,64"
3011043,gmina Krzywiń,kościański,wielkopolskie,"178,95",9996,"55,86","-2,06"
2604023,gmina Bodzentyn,kielecki,świętokrzyskie,"159,75",11435,"71,58","-5,82"
0620142,gmina Zamość,zamojski,lubelskie,"196,11",23225,"118,43","5,21"
2803062,gmina Rybno,działdowski,warmińsko-mazurskie,"148,41",7180,"48,38","-5,1"
0407053,gmina Janikowo,inowrocławski,kujawsko-pomorskie,"91,95",13045,"141,87","-6,01"
1805082,gmina Osiek Jasielski,jasielski,podkarpackie,"60,4",5362,"88,77","0,87"
0225052,gmina Sulików,zgorzelecki,dolnośląskie,"94,51",6000,"63,49","-5,22"
1818022,gmina Bojanów,stalowowolski,podkarpackie,"179,33",7613,"42,45","4,06"
2013062,gmina Kulesze Kościelne,wysokomazowiecki,podlaskie,"115,32",3067,"26,6","-6,54"
0618102,gmina Telatyn,tomaszowski,lubelskie,"111,8",3874,"34,65","-14,86"
1815022,gmina Ostrów,ropczycko-sędziszowski,podkarpackie,"96,19",7358,"76,49","6,38"
1411022,gmina Czerwonka,makowski,mazowieckie,"110,44",2638,"23,89","-4,14"
2813032,gmina Kowale Oleckie,olecki,warmińsko-mazurskie,"251,13",4931,"19,64","-12,46"
0619082,gmina Wyryki,włodawski,lubelskie,"219,98",2547,"11,58","-8,62"
2007092,gmina Zbójna,łomżyński,podlaskie,"185,8",4205,"22,63","-0,95"
2611032,gmina Mirzec,starachowicki,świętokrzyskie,"111,11",8254,"74,29","-1,45"
0410042,gmina Sadki,nakielski,kujawsko-pomorskie,"153,75",7242,"47,1","-1,79"
2213093,gmina Skarszewy,starogardzki,pomorskie,"169,58",14953,"88,18","3,5"
2412042,gmina Lyski,rybnicki,śląskie,"57,39",9671,"168,51","0,59"
1419082,gmina Mała Wieś,płocki,mazowieckie,"108,78",5937,"54,58","-9,64"
3202042,gmina Krzęcin,choszczeński,zachodniopomorskie,"140,26",3649,"26,02","-11,6"
0601032,gmina Biała Podlaska,bialski,lubelskie,"325,4",14501,"44,56","8,27"
2806052,gmina Kruklanki,giżycki,warmińsko-mazurskie,"201,57",3122,"15,49","-1,91"
2206011,Kościerzyna,kościerski,pomorskie,"15,86",23757,"1497,92","-1,41"
3013052,gmina Święciechowa,leszczyński,wielkopolskie,"134,94",8166,"60,52","10,55"
1430053,gmina Szydłowiec,szydłowiecki,mazowieckie,"138,3",18617,"134,61","-5,28"
3006013,gmina Jaraczewo,jarociński,wielkopolskie,"133,09",8130,"61,09","-6,04"
2606043,gmina Opatów,opatowski,świętokrzyskie,"113,52",11598,"102,17","-7,17"
2012022,gmina Filipów,suwalski,podlaskie,"150,81",4254,"28,21","-9,61"
1817042,gmina Komańcza,sanocki,podkarpackie,"387,7",4499,"11,6","-11,58"
3004063,gmina Pogorzela,gostyński,wielkopolskie,"96,54",4910,"50,86","-8,54"
1010102,gmina Wola Krzysztoporska,piotrkowski,łódzkie,"170,75",11972,"70,11","1,65"
0221082,gmina Walim,wałbrzyski,dolnośląskie,"79,14",5387,"68,07","-11,13"
1812053,gmina Nisko,niżański,podkarpackie,"142,37",22279,"156,49","-1,52"
2805011,Ełk,ełcki,warmińsko-mazurskie,"21,05",62125,"2951,31","4,81"
1011012,gmina Dalików,poddębicki,łódzkie,"114,62",3920,"34,2","2,82"
1609083,gmina Ozimek,opolski,opolskie,"125,67",19473,"154,95","-3,23"
0419033,gmina Janowiec Wielkopolski,żniński,kujawsko-pomorskie,"130,73",8955,"68,5","-6,32"
0463011,Toruń,Toruń,kujawsko-pomorskie,"115,72",201106,"1737,87","-2,29"
0620052,gmina Łabunie,zamojski,lubelskie,"87,31",6198,"70,99","-2,46"
2471011,Piekary Śląskie,Piekary Śląskie,śląskie,"39,98",54860,"1372,19","-5,77"
1435012,gmina Brańszczyk,wyszkowski,mazowieckie,"166,51",8201,"49,25","-4,47"
2604192,gmina Zagnańsk,kielecki,świętokrzyskie,"124,87",12952,"103,72","-0,69"
1010072,gmina Ręczno,piotrkowski,łódzkie,"88,9",3522,"39,62","-3,94"
0603113,gmina Siedliszcze,chełmski,lubelskie,"154,14",6818,"44,23","-4,94"
3002043,gmina Krzyż Wielkopolski,czarnkowsko-trzcianecki,wielkopolskie,"174,28",8668,"49,74","-3,32"
3020022,gmina Czermin,pleszewski,wielkopolskie,"98,09",4953,"50,49","1,62"
1405052,gmina Jaktorów,grodziski,mazowieckie,"55,3",12519,"226,38","12,47"
1201022,gmina Bochnia,bocheński,małopolskie,"130,87",20091,"153,52","6,73"
2404142,gmina Przyrów,częstochowski,śląskie,"80,4",3739,"46,5","-6,25"
1203013,gmina Alwernia,chrzanowski,małopolskie,"74,17",12505,"168,6","-4,28"
3207023,gmina Golczewo,kamieński,zachodniopomorskie,"175,31",5851,"33,38","-4,01"
1428022,gmina Brochów,sochaczewski,mazowieckie,"119,81",4378,"36,54","3,53"
1811092,gmina Tuszów Narodowy,mielecki,podkarpackie,"89,24",8244,"92,38","4,12"
1414063,gmina Zakroczym,nowodworski,mazowieckie,"71,7",5999,"83,67","-6,58"
